review,rating,date,bank,source,processed_review,sentiment_label,sentiment_score,keywords,theme_cluster,themes
"I sm a big fan of BOA , but the mobile banking is so trashy( sorry but its the best word to discribe it).... please buy a good server ....it always show blank age after login slecially on sundays it does not work at all...the new update has a good UI but has same respose problem ....",3,2024-02-11,Bank of Abyssinia,Google Play,sm big fan BOA mobile banking trashy sorry good word discribe buy good server blank age login slecially sunday work new update good ui respose problem,NEGATIVE,0.9985721111297607,"['work', 'mobile', 'banking', 'good', 'update']",1,['Positive User Experience']
"BOA app was one of my favourite back in the days, now I don't if there is an app worsen that this.. very very bad. You need to fix it or remove it.",1,2024-04-24,Bank of Abyssinia,Google Play,BOA app favourite day app worsen bad need fix remove,NEGATIVE,0.9994577765464783,"['app', 'fix', 'need']",4,['Cluster_4']
Hate how we're expected to disable 'Developer Options' everytime we open the app. An unnecessary point of friction that's been put in place in the guise of security.,2,2024-05-14,Bank of Abyssinia,Google Play,hate expect disable Developer Options everytime open app unnecessary point friction place guise security,NEGATIVE,0.9991501569747925,['app'],4,['Cluster_4']
"Dear BOA, Are you sure you are upgrading your application. It is becoming worse and worse. Please fix the bug as quickly as possible.",1,2024-05-03,Bank of Abyssinia,Google Play,dear BOA sure upgrade application bad bad fix bug quickly possible,NEGATIVE,0.9992875456809998,"['fix', 'application']",1,['Cluster_1']
"The app is a total waste of time, it glitches, doesn't log in fast, super slow.",1,2024-04-21,Bank of Abyssinia,Google Play,app total waste time glitche log fast super slow,NEGATIVE,0.999762237071991,"['app', 'time']",3,['Cluster_3']
"It's a quiet good and smoothly accessible app which allows users to transfer , Airtime Top-up, ATM withdrawal and Utilities payments.",5,2024-02-24,Bank of Abyssinia,Google Play,quiet good smoothly accessible app allow user transfer Airtime ATM withdrawal Utilities payment,POSITIVE,0.9955079555511475,"['app', 'good', 'user', 'transfer']",1,['Transaction Issues']
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia,Google Play,love boa curse come mobile banking ine hetter ask turn developer option wise will work use CBE Awash birr tekebirr Dashen bank non ask boa improve mobile banking competitive,NEGATIVE,0.9859743714332581,"['work', 'mobile', 'banking', 'bank', 'use', 'option']",0,['Security Features']
"Was working ok.but it started not displaying banks list to choose from, and it needs updating every couple of days, annoying",3,2024-05-03,Bank of Abyssinia,Google Play,work started display bank list choose need update couple day annoying,NEGATIVE,0.9988586902618408,"['work', 'need', 'bank', 'update']",2,['Cluster_2']
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play,version work buy card send money,NEUTRAL,0.5,"['work', 'money']",1,['Cluster_1']
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play,type password say successfully log go page,POSITIVE,0.9564578533172607,[],1,['Cluster_1']
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play,work correctly update,NEUTRAL,0.5,"['work', 'update']",2,['Cluster_2']
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play,good update add new thing,POSITIVE,0.9997308850288391,"['good', 'update']",2,['Positive User Experience']
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play,work,NEUTRAL,0.5,['work'],1,['Cluster_1']
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play,wor app loading,NEUTRAL,0.5,['app'],4,['Cluster_4']
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play,app crush frequently,NEGATIVE,0.9947291016578674,['app'],4,['Cluster_4']
"Absolutely the worst mobile banking app.it crashs every time,problem when logging in and and cuts my balance when top up without even recharging",1,2024-05-17,Bank of Abyssinia,Google Play,absolutely bad mobile banking crash time problem log cut balance recharge,NEGATIVE,0.9996833801269531,"['mobile', 'banking', 'time']",0,['Cluster_0']
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play,app waste time work long piss FIX problem,NEGATIVE,0.9988790154457092,"['app', 'work', 'fix', 'time']",3,['Cluster_3']
liking this application good 👍,5,2025-05-07,Bank of Abyssinia,Google Play,like application good,POSITIVE,0.9998340606689453,"['good', 'application', 'like']",1,['Positive User Experience']
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play,activate application allow sign automatically turn phone,POSITIVE,0.8343855738639832,['application'],1,['Cluster_1']
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play,app work Samsung give preview logo,NEUTRAL,0.5,"['app', 'work']",4,['Cluster_4']
It is very bad app. not friendly usable. needs extremely strong network. Can't be updated easily.,1,2024-02-21,Bank of Abyssinia,Google Play,bad app friendly usable need extremely strong network update easily,NEGATIVE,0.9987576007843018,"['app', 'need', 'update']",2,['Cluster_2']
"It was a very nice app and was exemplary to other banks, but I am experiencing difficulties in transfering transactions and thinking to leave Abyssinia? What would you advise me. ወጣ ወጣና ሆነእኮ ነገሩ።",5,2024-03-14,Bank of Abyssinia,Google Play,nice app exemplary bank experience difficulty transfering transaction think leave Abyssinia advise ወጣ ወጣና ሆነእኮ,NEUTRAL,0.5516,"['app', 'transaction', 'bank']",1,['Transaction Issues']
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,Bank of Abyssinia,Google Play,pretty good banking app lack thing ui speed app overall good application thank,POSITIVE,0.5771705508232117,"['app', 'banking', 'good', 'application']",1,['Positive User Experience']
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia,Google Play,shockingly bad decide work painfully slow frustrating shame stain extraordinary bank,NEGATIVE,0.999783456325531,"['work', 'bank']",1,['Cluster_1']
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,nice interface freeze slow load developer fix issue,NEGATIVE,0.7692860960960388,['fix'],1,['Cluster_1']
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play,bad app wise invest money like CBE app incon image app well UI invest hire professional developer company improve,NEGATIVE,0.9987956285476685,"['app', 'like', 'money']",4,['Cluster_4']
